Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
12	790	5	336	5.0	1.0909090909090908	336.0	71.81818181818181	494	77050	4	265	4.0	44.90909090909091	265.0	7004.545454545455	voice
494	77050	4	265	4.0	44.90909090909091	265.0	7004.545454545455	12	790	5	336	5.0	1.0909090909090908	336.0	71.81818181818181	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	4	265	4.0	44.90909090909091	265.0	7004.545454545455	voice
494	77050	4	265	4.0	44.90909090909091	265.0	7004.545454545455	12	790	5	336	5.0	1.0909090909090908	336.0	71.81818181818181	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	12	790	5	336	5.0	1.0909090909090908	336.0	71.81818181818181	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	12	790	0	0	0.0	1.0	0.0	65.83333333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	38.0	0.0	5926.923076923077	12	790	0	0	0.0	1.0	0.0	65.83333333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	38.0	0.0	5926.923076923077	12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	38.0	0.0	5926.923076923077	12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	38.0	0.0	5926.923076923077	12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
12	790	0	0	0.0	1.0	0.0	65.83333333333333	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	38.0	0.0	5926.923076923077	12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	41.166666666666664	0.0	6420.833333333333	voice
494	77050	0	0	0.0	38.0	0.0	5926.923076923077	12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
12	790	0	0	0.0	0.9230769230769231	0.0	60.76923076923077	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	38.0	0.0	5926.923076923077	voice
494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	12	790	0	0	0.0	0.8	0.0	52.666666666666664	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	12	790	0	0	0.0	0.8	0.0	52.666666666666664	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	12	790	0	0	0.0	0.8	0.0	52.666666666666664	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
12	790	0	0	0.0	0.8571428571428571	0.0	56.42857142857143	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	12	790	0	0	0.0	0.8	0.0	52.666666666666664	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	35.285714285714285	0.0	5503.571428571428	voice
494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	12	790	0	0	0.0	0.8	0.0	52.666666666666664	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
539	83644	45	6594	45.0	33.6875	6594.0	5227.75	12	790	0	0	0.0	0.8	0.0	52.666666666666664	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
539	83644	45	6594	45.0	33.6875	6594.0	5227.75	17	1136	5	346	5.0	1.0625	346.0	71.0	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
539	83644	45	6594	45.0	33.6875	6594.0	5227.75	17	1136	5	346	5.0	1.0625	346.0	71.0	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
539	83644	45	6594	45.0	33.6875	6594.0	5227.75	17	1136	5	346	5.0	1.0625	346.0	71.0	voice
12	790	0	0	0.0	0.8	0.0	52.666666666666664	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
539	83644	45	6594	45.0	33.6875	6594.0	5227.75	17	1136	5	346	5.0	1.0625	346.0	71.0	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	494	77050	0	0	0.0	32.93333333333333	0.0	5136.666666666667	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
539	83644	45	6594	45.0	33.6875	6594.0	5227.75	17	1136	5	346	5.0	1.0625	346.0	71.0	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	17	1136	5	346	5.0	1.0625	346.0	71.0	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	17	1136	0	0	0.0	1.0	0.0	66.82352941176471	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	17	1136	0	0	0.0	1.0	0.0	66.82352941176471	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	17	1136	0	0	0.0	1.0	0.0	66.82352941176471	voice
17	1136	5	346	5.0	1.0625	346.0	71.0	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	17	1136	0	0	0.0	1.0	0.0	66.82352941176471	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	539	83644	45	6594	45.0	33.6875	6594.0	5227.75	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	17	1136	0	0	0.0	1.0	0.0	66.82352941176471	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	17	1136	0	0	0.0	1.0	0.0	66.82352941176471	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
17	1136	0	0	0.0	1.0	0.0	66.82352941176471	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	588	91386	49	7742	49.0	34.588235294117645	7742.0	5375.64705882353	voice
636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
17	1136	0	0	0.0	0.9444444444444444	0.0	63.111111111111114	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	636	98970	48	7584	48.0	35.333333333333336	7584.0	5498.333333333333	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.85	0.0	56.8	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.85	0.0	56.8	686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	voice
686	106870	50	7900	50.0	36.10526315789474	7900.0	5624.736842105263	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
735	114612	49	7742	49.0	36.75	7742.0	5730.6	17	1136	0	0	0.0	0.8947368421052632	0.0	59.78947368421053	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
735	114612	49	7742	49.0	36.75	7742.0	5730.6	17	1136	0	0	0.0	0.85	0.0	56.8	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.85	0.0	56.8	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.85	0.0	56.8	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	735	114612	49	7742	49.0	36.75	7742.0	5730.6	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
783	122196	48	7584	48.0	37.285714285714285	7584.0	5818.857142857143	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	17	1136	0	0	0.0	0.8095238095238095	0.0	54.095238095238095	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
882	137838	49	7742	49.0	38.34782608695652	7742.0	5992.95652173913	17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
882	137838	49	7742	49.0	38.34782608695652	7742.0	5992.95652173913	17	1136	0	0	0.0	0.7391304347826086	0.0	49.391304347826086	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
882	137838	49	7742	49.0	38.34782608695652	7742.0	5992.95652173913	17	1136	0	0	0.0	0.7391304347826086	0.0	49.391304347826086	voice
17	1136	0	0	0.0	0.7391304347826086	0.0	49.391304347826086	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
882	137838	49	7742	49.0	38.34782608695652	7742.0	5992.95652173913	17	1136	0	0	0.0	0.7391304347826086	0.0	49.391304347826086	voice
17	1136	0	0	0.0	0.7391304347826086	0.0	49.391304347826086	882	137838	49	7742	49.0	38.34782608695652	7742.0	5992.95652173913	voice
17	1136	0	0	0.0	0.7727272727272727	0.0	51.63636363636363	833	130096	50	7900	50.0	37.86363636363637	7900.0	5913.454545454545	voice
882	137838	49	7742	49.0	38.34782608695652	7742.0	5992.95652173913	17	1136	0	0	0.0	0.7391304347826086	0.0	49.391304347826086	voice
