Timestamp,SSIP,SSP,SDFP,SDFB,SFE,Status
2022-07-18_23:41:00.178384,0.4,4.0,12.35161358999884,2346.8065820997795,4.2,0
2022-07-18_23:41:00.179275,0.4,4.0,12.35161358999884,2346.8065820997795,4.2,0
2022-07-18_23:41:05.174913,0.4,4.0,0.6388765649999399,121.38654734998859,4.2,0
2022-07-18_23:41:05.178938,0.4,4.0,0.6388765649999399,121.38654734998859,4.2,0
2022-07-18_23:41:05.179475,0.4,4.0,0.6388765649999399,121.38654734998859,4.2,0
2022-07-18_23:41:10.177049,0.4,4.0,1.7036708399998397,323.6974595999696,4.2,0
2022-07-18_23:41:10.181502,0.4,4.0,1.7036708399998397,323.6974595999696,4.2,0
2022-07-18_23:41:10.182217,0.4,4.0,1.7036708399998397,323.6974595999696,4.2,0
2022-07-18_23:41:15.178932,0.4,4.0,2.76846511499974,526.0083718499505,4.2,0
2022-07-18_23:41:15.183285,0.4,4.0,2.76846511499974,526.0083718499505,4.2,0
2022-07-18_23:41:15.184119,0.4,4.0,2.76846511499974,526.0083718499505,4.2,0
2022-07-18_23:41:20.180398,0.4,4.0,3.833259389999639,728.3192840999316,4.2,0
2022-07-18_23:41:20.184707,0.4,4.0,3.833259389999639,728.3192840999316,4.2,0
2022-07-18_23:41:20.185297,0.4,4.0,3.833259389999639,728.3192840999316,4.2,0
2022-07-18_23:41:25.183453,0.4,4.0,4.89805366499954,930.6301963499124,4.2,0
2022-07-18_23:41:25.190543,0.4,4.0,4.89805366499954,930.6301963499124,4.2,0
2022-07-18_23:41:25.191524,0.4,4.0,4.89805366499954,930.6301963499124,4.2,0
2022-07-18_23:41:30.185750,0.4,4.0,5.962847939999439,1132.9411085998936,4.2,0
2022-07-18_23:41:30.194816,0.4,4.0,5.962847939999439,1132.9411085998936,4.2,0
2022-07-18_23:41:30.195851,0.4,4.0,5.962847939999439,1132.9411085998936,4.2,0
2022-07-18_23:41:35.187224,0.4,4.0,7.0276422149993385,1335.2520208498743,4.2,0
2022-07-18_23:41:35.191503,0.4,4.0,7.0276422149993385,1335.2520208498743,4.2,0
2022-07-18_23:41:35.192279,0.4,4.0,7.0276422149993385,1335.2520208498743,4.2,0
2022-07-18_23:41:40.189143,0.4,4.0,8.092436489999239,1537.5629330998554,4.2,0
2022-07-18_23:41:40.193246,0.4,4.0,8.092436489999239,1537.5629330998554,4.2,0
2022-07-18_23:41:40.194099,0.4,4.0,8.092436489999239,1537.5629330998554,4.2,0
2022-07-18_23:41:45.190843,0.6,6.0,6.951145108128299,1465.8337457704179,6.2,0
2022-07-18_23:41:45.196506,0.6,6.0,6.935108767050599,1460.5684794074195,6.2,0
2022-07-18_23:41:45.197552,0.6,6.0,6.951145108128299,1465.8337457704179,6.2,0
2022-07-18_23:41:50.194040,0.6,7.0,6.460886592067343,1366.2559952089669,7.2,0
2022-07-18_23:41:50.200314,0.6,7.0,6.460886592067343,1366.2559952089669,7.2,0
2022-07-18_23:41:50.201276,0.6,7.0,6.445402227676968,1361.3225493369796,7.2,0
2022-07-18_23:41:55.195627,0.6,8.0,6.061552212843699,1284.48861998544,8.2,0
2022-07-18_23:41:55.203915,0.6,8.0,6.061552212843699,1284.48861998544,8.2,0
2022-07-18_23:41:55.204651,0.6,8.0,6.046616450028372,1279.8323274697527,8.2,0
2022-07-18_23:42:00.211955,0.6,9.0,5.72812680315021,1215.8016360193992,9.2,0
2022-07-18_23:42:00.220569,0.6,9.0,5.72812680315021,1215.8016360193992,9.2,0
2022-07-18_23:42:00.221589,0.6,9.0,5.713711826434611,1211.38108234117,9.2,0
2022-07-18_23:42:05.215580,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:05.223505,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:05.224808,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:10.217503,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:10.225599,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:10.226633,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:15.248467,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:15.256887,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:15.258029,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:20.253155,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:20.260346,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:20.261404,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:25.258714,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:25.266495,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:25.267411,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:30.264615,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:30.272170,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:30.273246,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:35.268781,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:35.275701,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:35.276373,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:40.269605,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:40.285426,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:40.286157,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:45.278535,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:45.286987,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:45.287890,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:50.283717,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:50.290501,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:50.291415,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:55.300112,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:55.354963,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:42:55.355899,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:00.300392,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:00.307920,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:00.308928,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:05.300979,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:05.308914,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:05.310076,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:10.307114,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:10.314387,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:10.315805,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:15.329031,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:15.341121,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:15.346070,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:43:20.349074,0.4,8.2,0.49943278484292924,26.969370381518182,8.4,0
2022-07-18_23:43:20.357820,0.4,8.2,0.49943278484292924,26.969370381518182,8.4,0
2022-07-18_23:43:20.359103,0.4,8.2,0.49943278484292924,26.969370381518182,8.4,0
2022-07-18_23:43:25.364047,0.4,7.2,0.8881987419002695,152.68064896953692,7.4,0
2022-07-18_23:43:25.364708,0.4,7.2,0.8881987419002695,152.68064896953692,7.4,0
2022-07-18_23:43:25.365086,0.4,7.2,0.8881987419002695,152.68064896953692,7.4,0
2022-07-18_23:43:30.358136,0.4,6.2,1.7455300054711176,328.4960996724314,6.4,0
2022-07-18_23:43:30.365248,0.4,6.2,1.7455300054711176,328.4960996724314,6.4,0
2022-07-18_23:43:30.366280,0.4,6.2,1.7455300054711176,328.4960996724314,6.4,0
2022-07-18_23:43:35.359407,0.4,5.2,2.8230872592828895,536.6751782163772,5.4,0
2022-07-18_23:43:35.365655,0.4,5.2,2.8230872592828895,536.6751782163772,5.4,0
2022-07-18_23:43:35.366548,0.4,5.2,2.8230872592828895,536.6751782163772,5.4,0
2022-07-18_23:43:40.361090,0.4,4.0,4.259177099999599,809.243648999924,4.2,0
2022-07-18_23:43:40.366728,0.4,4.0,4.259177099999599,809.243648999924,4.2,0
2022-07-18_23:43:40.367236,0.4,4.0,4.259177099999599,809.243648999924,4.2,0
2022-07-18_23:43:45.369309,0.4,4.0,5.323971374999499,1011.5545612499049,4.2,0
2022-07-18_23:43:45.377889,0.4,4.0,5.323971374999499,1011.5545612499049,4.2,0
2022-07-18_23:43:45.378875,0.4,4.0,5.323971374999499,1011.5545612499049,4.2,0
2022-07-18_23:43:50.370998,0.4,4.0,6.388765649999399,1213.8654734998859,4.2,0
2022-07-18_23:43:50.374906,0.4,4.0,6.388765649999399,1213.8654734998859,4.2,0
2022-07-18_23:43:50.375362,0.4,4.0,6.388765649999399,1213.8654734998859,4.2,0
2022-07-18_23:43:55.372786,0.4,4.0,7.4535599249993,1416.1763857498665,4.2,0
2022-07-18_23:43:55.378563,0.4,4.0,7.4535599249993,1416.1763857498665,4.2,0
2022-07-18_23:43:55.379835,0.4,4.0,7.4535599249993,1416.1763857498665,4.2,0
2022-07-18_23:44:00.374021,0.4,4.0,8.30539534499922,1578.0251155498515,4.2,0
2022-07-18_23:44:00.381938,0.4,4.0,8.30539534499922,1578.0251155498515,4.2,0
2022-07-18_23:44:00.382993,0.4,4.0,8.30539534499922,1578.0251155498515,4.2,0
2022-07-18_23:44:05.382434,0.4,4.0,9.370189619999119,1780.3360277998327,4.2,0
2022-07-18_23:44:05.390297,0.4,4.0,9.370189619999119,1780.3360277998327,4.2,0
2022-07-18_23:44:05.391365,0.4,4.0,9.370189619999119,1780.3360277998327,4.2,0
2022-07-18_23:44:10.384519,0.4,4.0,10.434983894999018,1982.6469400498133,4.2,0
2022-07-18_23:44:10.390540,0.4,4.0,10.434983894999018,1982.6469400498133,4.2,0
2022-07-18_23:44:10.391480,0.4,4.0,10.434983894999018,1982.6469400498133,4.2,0
2022-07-18_23:44:15.386137,0.4,4.0,11.499778169998919,2184.9578522997945,4.2,0
2022-07-18_23:44:15.391508,0.4,4.0,11.499778169998919,2184.9578522997945,4.2,0
2022-07-18_23:44:15.392169,0.4,4.0,11.499778169998919,2184.9578522997945,4.2,0
2022-07-18_23:44:20.388754,0.4,4.0,12.564572444998818,2387.268764549776,4.2,0
2022-07-18_23:44:20.393225,0.4,4.0,12.564572444998818,2387.268764549776,4.2,0
2022-07-18_23:44:20.393896,0.4,4.0,12.564572444998818,2387.268764549776,4.2,0
2022-07-18_23:44:25.389219,0.4,4.0,0.8518354199999199,161.8487297999848,4.2,0
2022-07-18_23:44:25.394001,0.4,4.0,0.8518354199999199,161.8487297999848,4.2,0
2022-07-18_23:44:25.394532,0.4,4.0,0.8518354199999199,161.8487297999848,4.2,0
2022-07-18_23:44:30.394473,0.4,4.0,1.9166296949998196,364.1596420499658,4.2,0
2022-07-18_23:44:30.398635,0.4,4.0,1.9166296949998196,364.1596420499658,4.2,0
2022-07-18_23:44:30.399190,0.4,4.0,1.9166296949998196,364.1596420499658,4.2,0
2022-07-18_23:44:35.398587,0.4,4.0,2.9814239699997196,566.4705542999468,4.2,0
2022-07-18_23:44:35.405988,0.4,4.0,2.9814239699997196,566.4705542999468,4.2,0
2022-07-18_23:44:35.406757,0.4,4.0,2.9814239699997196,566.4705542999468,4.2,0
2022-07-18_23:44:40.416799,0.4,4.0,4.046218244999619,768.7814665499277,4.2,0
2022-07-18_23:44:40.422003,0.4,4.0,4.046218244999619,768.7814665499277,4.2,0
2022-07-18_23:44:40.423582,0.4,4.0,4.046218244999619,768.7814665499277,4.2,0
2022-07-18_23:44:45.425978,0.4,4.0,5.1110125199995196,971.0923787999087,4.2,0
2022-07-18_23:44:45.430783,0.4,4.0,5.1110125199995196,971.0923787999087,4.2,0
2022-07-18_23:44:45.431285,0.4,4.0,5.1110125199995196,971.0923787999087,4.2,0
2022-07-18_23:44:50.436036,0.4,4.0,6.17580679499942,1173.4032910498897,4.2,0
2022-07-18_23:44:50.439996,0.4,4.0,6.17580679499942,1173.4032910498897,4.2,0
2022-07-18_23:44:50.440759,0.4,4.0,6.17580679499942,1173.4032910498897,4.2,0
2022-07-18_23:44:55.466231,0.4,4.0,7.240601069999318,1375.7142032998704,4.2,0
2022-07-18_23:44:55.467100,0.4,4.0,7.240601069999318,1375.7142032998704,4.2,0
2022-07-18_23:44:55.467537,0.4,4.0,7.240601069999318,1375.7142032998704,4.2,0
2022-07-18_23:45:00.465568,0.6,5.2,7.435317788587382,1563.2168163165388,5.4,0
2022-07-18_23:45:00.471754,0.6,5.2,7.435317788587382,1563.2168163165388,5.4,0
2022-07-18_23:45:00.472491,0.6,5.2,7.435317788587382,1563.2168163165388,5.4,0
2022-07-18_23:45:05.477029,0.6,6.2,6.844178068804172,1444.1873958648857,6.4,0
2022-07-18_23:45:05.482469,0.6,6.2,6.844178068804172,1444.1873958648857,6.4,0
2022-07-18_23:45:05.483058,0.6,6.2,6.844178068804172,1444.1873958648857,6.4,0
2022-07-18_23:45:10.485604,0.6,7.2,6.374712643375381,1348.6590607841583,7.4,0
2022-07-18_23:45:10.498924,0.6,7.2,6.374712643375381,1348.6590607841583,7.4,0
2022-07-18_23:45:10.500131,0.6,7.2,6.374712643375381,1348.6590607841583,7.4,0
2022-07-18_23:45:15.493294,0.6,8.2,5.990213106495001,1269.8231812203721,8.4,0
2022-07-18_23:45:15.500896,0.6,8.2,5.990213106495001,1269.8231812203721,8.4,0
2022-07-18_23:45:15.501830,0.6,8.2,5.990213106495001,1269.8231812203721,8.4,0
2022-07-18_23:45:20.506475,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:20.507359,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:20.508022,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:25.503436,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:25.514176,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:25.515295,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:30.507053,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:30.514621,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:30.515921,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:35.511290,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:35.518660,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:35.519776,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:40.520623,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:40.528418,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:40.529138,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:45.522741,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:45.529913,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:45.530967,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:50.546203,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:50.552805,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:50.553718,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:55.548657,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:55.557744,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:45:55.558350,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:00.556556,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:00.563348,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:00.564289,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:05.558972,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:05.566867,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:05.567554,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:10.612406,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:10.613104,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:10.613604,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:15.606194,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:15.614058,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:15.615536,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:20.608593,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:20.617788,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:20.618553,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:25.609768,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:25.620980,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:25.624544,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:30.610831,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:30.618264,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:30.618872,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:35.666965,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:35.674205,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:35.674833,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:46:40.671088,0.4,8.0,0.49985125687607795,36.77194699309917,8.2,0
2022-07-18_23:46:40.681241,0.4,8.0,0.49985125687607795,36.77194699309917,8.2,0
2022-07-18_23:46:40.682428,0.4,8.0,0.49985125687607795,36.77194699309917,8.2,0
2022-07-18_23:46:45.672022,0.4,7.0,1.0393492741038723,185.6346471492383,7.2,0
2022-07-18_23:46:45.678223,0.4,7.0,1.0393492741038723,185.6346471492383,7.2,0
2022-07-18_23:46:45.678886,0.4,7.0,1.0393492741038723,185.6346471492383,7.2,0
2022-07-18_23:46:50.677614,0.4,6.0,1.9435316556634927,367.2165006868441,6.2,0
2022-07-18_23:46:50.684485,0.4,6.0,1.9435316556634927,367.2165006868441,6.2,0
2022-07-18_23:46:50.685658,0.4,6.0,1.9435316556634927,367.2165006868441,6.2,0
2022-07-18_23:46:55.697450,0.4,5.0,3.0672926211349054,583.2769699453589,5.2,0
2022-07-18_23:46:55.702442,0.4,5.0,3.0672926211349054,583.2769699453589,5.2,0
2022-07-18_23:46:55.704097,0.4,5.0,3.0672926211349054,583.2769699453589,5.2,0
2022-07-18_23:47:00.717046,0.4,4.0,4.47213595499958,849.7058314499201,4.2,0
2022-07-18_23:47:00.717760,0.4,4.0,4.47213595499958,849.7058314499201,4.2,0
2022-07-18_23:47:00.718267,0.4,4.0,4.47213595499958,849.7058314499201,4.2,0
2022-07-18_23:47:05.716069,0.4,4.0,5.53693022999948,1052.016743699901,4.2,0
2022-07-18_23:47:05.720402,0.4,4.0,5.53693022999948,1052.016743699901,4.2,0
2022-07-18_23:47:05.720937,0.4,4.0,5.53693022999948,1052.016743699901,4.2,0
2022-07-18_23:47:10.722323,0.4,4.0,6.601724504999379,1254.327655949882,4.2,0
2022-07-18_23:47:10.728699,0.4,4.0,6.601724504999379,1254.327655949882,4.2,0
2022-07-18_23:47:10.729570,0.4,4.0,6.601724504999379,1254.327655949882,4.2,0
2022-07-18_23:47:15.726750,0.4,4.0,7.666518779999278,1456.6385681998631,4.2,0
2022-07-18_23:47:15.732530,0.4,4.0,7.666518779999278,1456.6385681998631,4.2,0
2022-07-18_23:47:15.733083,0.4,4.0,7.666518779999278,1456.6385681998631,4.2,0
2022-07-18_23:47:20.767389,0.4,4.0,8.73131305499918,1658.949480449844,4.2,0
2022-07-18_23:47:20.768417,0.4,4.0,8.73131305499918,1658.949480449844,4.2,0
2022-07-18_23:47:20.769068,0.4,4.0,8.73131305499918,1658.949480449844,4.2,0
2022-07-18_23:47:25.767046,0.4,4.0,9.79610732999908,1861.2603926998247,4.2,0
2022-07-18_23:47:25.767607,0.4,4.0,9.79610732999908,1861.2603926998247,4.2,0
2022-07-18_23:47:25.768506,0.4,4.0,9.79610732999908,1861.2603926998247,4.2,0
2022-07-18_23:47:30.854686,0.4,4.0,10.860901604998977,2063.5713049498063,4.2,0
2022-07-18_23:47:30.855443,0.4,4.0,10.860901604998977,2063.5713049498063,4.2,0
2022-07-18_23:47:30.855770,0.4,4.0,10.860901604998977,2063.5713049498063,4.2,0
2022-07-18_23:47:35.856909,0.4,4.0,11.925695879998878,2265.882217199787,4.2,0
2022-07-18_23:47:35.857495,0.4,4.0,11.925695879998878,2265.882217199787,4.2,0
2022-07-18_23:47:35.857885,0.4,4.0,11.925695879998878,2265.882217199787,4.2,0
2022-07-18_23:47:40.854840,0.4,4.0,0.21295885499997996,40.4621824499962,4.2,0
2022-07-18_23:47:40.862179,0.4,4.0,0.21295885499997996,40.4621824499962,4.2,0
2022-07-18_23:47:40.863006,0.4,4.0,0.21295885499997996,40.4621824499962,4.2,0
2022-07-18_23:47:45.856732,0.4,4.0,1.2777531299998799,242.77309469997718,4.2,0
2022-07-18_23:47:45.861343,0.4,4.0,1.2777531299998799,242.77309469997718,4.2,0
2022-07-18_23:47:45.862171,0.4,4.0,1.2777531299998799,242.77309469997718,4.2,0
2022-07-18_23:47:50.857359,0.4,4.0,2.3425474049997796,445.08400694995817,4.2,0
2022-07-18_23:47:50.862905,0.4,4.0,2.3425474049997796,445.08400694995817,4.2,0
2022-07-18_23:47:50.863440,0.4,4.0,2.3425474049997796,445.08400694995817,4.2,0
2022-07-18_23:47:55.864364,0.4,4.0,3.4073416799996794,647.3949191999392,4.2,0
2022-07-18_23:47:55.869222,0.4,4.0,3.4073416799996794,647.3949191999392,4.2,0
2022-07-18_23:47:55.869857,0.4,4.0,3.4073416799996794,647.3949191999392,4.2,0
2022-07-18_23:48:00.865402,0.4,4.0,4.259177099999599,809.243648999924,4.2,0
2022-07-18_23:48:00.870061,0.4,4.0,4.259177099999599,809.243648999924,4.2,0
2022-07-18_23:48:00.871530,0.4,4.0,4.259177099999599,809.243648999924,4.2,0
2022-07-18_23:48:05.868014,0.4,4.0,5.323971374999499,1011.5545612499049,4.2,0
2022-07-18_23:48:05.875145,0.4,4.0,5.323971374999499,1011.5545612499049,4.2,0
2022-07-18_23:48:05.875843,0.4,4.0,5.323971374999499,1011.5545612499049,4.2,0
2022-07-18_23:48:10.873792,0.4,4.0,6.388765649999399,1213.8654734998859,4.2,0
2022-07-18_23:48:10.879763,0.4,4.0,6.388765649999399,1213.8654734998859,4.2,0
2022-07-18_23:48:10.880676,0.4,4.0,6.388765649999399,1213.8654734998859,4.2,0
2022-07-18_23:48:15.877807,0.4,4.0,7.4535599249993,1416.1763857498665,4.2,0
2022-07-18_23:48:15.884392,0.4,4.0,7.4535599249993,1416.1763857498665,4.2,0
2022-07-18_23:48:15.885258,0.4,4.0,7.4535599249993,1416.1763857498665,4.2,0
2022-07-18_23:48:20.879379,0.4,4.6,7.852702118096391,1648.9671514820016,4.8,0
2022-07-18_23:48:20.885372,0.6,5.4,7.304859299654929,1537.0764390855247,5.6,0
2022-07-18_23:48:20.886508,0.6,5.4,7.304859299654929,1537.0764390855247,5.6,0
2022-07-18_23:48:25.879889,0.4,3.6,8.7111225745994,1827.234696780661,3.8,0
2022-07-18_23:48:25.886130,0.6,6.4,6.741998624632421,1423.4673842204443,6.6,0
2022-07-18_23:48:25.887143,0.6,6.4,6.741998624632421,1423.4673842204443,6.6,0
2022-07-18_23:48:30.886576,0.6,7.4,6.291895591831142,1331.7223346971778,7.6,0
2022-07-18_23:48:30.887305,0.6,7.4,6.291895591831142,1331.7223346971778,7.6,0
2022-07-18_23:48:30.887789,0.4,2.6,9.915201686793663,2075.6196222638027,2.8,0
2022-07-18_23:48:35.881236,0.4,1.6,11.729460640352574,2443.209728569731,1.8,0
2022-07-18_23:48:35.888723,0.6,8.4,5.921333952877806,1255.6473619046415,8.6,0
2022-07-18_23:48:35.889772,0.6,8.4,5.921333952877806,1255.6473619046415,8.6,0
2022-07-18_23:48:40.888467,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:40.889383,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:45.889946,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:45.890675,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:50.892333,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:50.893127,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:55.893817,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:48:55.895122,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:00.895454,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:00.896379,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:05.897269,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:05.897987,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:10.897932,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:10.898492,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:15.898410,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:15.899251,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:20.899738,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:20.900886,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:25.905819,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:25.906799,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:30.907715,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:30.908816,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:35.909430,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:35.910144,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:40.909794,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:40.910537,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:45.911723,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:45.912529,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:50.912803,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:50.913656,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:55.914440,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:49:55.915106,0.4,8.0,0.5,27.0,8.0,0
2022-07-18_23:50:00.915903,0.4,7.8,0.5477225575051661,61.47975276462975,8.0,0
2022-07-18_23:50:00.916701,0.4,7.8,0.5477225575051661,61.47975276462975,8.0,0
2022-07-18_23:50:05.922016,0.4,6.8,1.2020390838835788,219.6644119504819,7.0,0
2022-07-18_23:50:05.922670,0.4,6.8,1.2020390838835788,219.6644119504819,7.0,0
2022-07-18_23:50:10.922850,0.4,5.8,2.14993539954628,407.2903632545214,6.0,0
2022-07-18_23:50:10.923579,0.4,5.8,2.14993539954628,407.2903632545214,6.0,0
2022-07-18_23:50:15.939050,0.4,4.8,3.3226495451672293,631.8677532522134,5.0,0
2022-07-18_23:50:15.939578,0.4,4.8,3.3226495451672293,631.8677532522134,5.0,0
2022-07-18_23:50:20.977214,0.4,4.0,4.685094809999559,890.1680138999163,4.2,0
2022-07-18_23:50:20.977799,0.4,4.0,4.685094809999559,890.1680138999163,4.2,0
2022-07-18_23:50:25.987955,0.4,4.0,5.7498890849994595,1092.4789261498972,4.2,0
2022-07-18_23:50:25.988648,0.4,4.0,5.7498890849994595,1092.4789261498972,4.2,0
2022-07-18_23:50:30.999164,0.4,4.0,6.814683359999359,1294.7898383998784,4.2,0
2022-07-18_23:50:30.999815,0.4,4.0,6.814683359999359,1294.7898383998784,4.2,0
2022-07-18_23:50:36.007854,0.4,4.0,7.87947763499926,1497.1007506498593,4.2,0
